ï»¿Events_id,Stores,campaign_id,Start_date,End_date,Products,Category,base_price,promo_type,Before_promo,After_promo,incremental_revenue,incremental_sold_units,incremental_sold_units_percentage,incremental_revenue_percentage
bbf357,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",40,57,3201.50,17,42.50,42.13
260ff2,Mysuru,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",204,291,14769.03,87,42.65,42.09
f8a417,Coimbatore,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",37,53,965.50,16,43.24,42.09
17195,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",45,64,3578.00,19,42.22,41.85
096adc,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",441,626,158680.58,185,41.95,41.84
ffdcb8,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",454,644,162968.52,190,41.85,41.74
852b4f,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",49,70,1267.00,21,42.86,41.71
10a8b7,Mysuru,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",61,87,1568.50,26,42.62,41.47
23421e,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",54,77,1387.50,23,42.59,41.44
1e2a0e,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",329,467,23423.11,138,41.95,41.39
a0a2ec,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",346,491,24611.03,145,41.91,41.35
348fe6,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",332,471,23592.43,139,41.87,41.31
eacf93,Trivandrum,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",24,34,1883.00,10,41.67,41.29
f2bdcc,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",337,478,23931.74,141,41.84,41.29
b76614,Mangalore,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",33,47,844.50,14,42.42,41.28
2f0b42,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",213,302,15105.66,89,41.78,41.23
7b0f7d,Vijayawada,Diwali,12-11-2023,18-11-2023,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",180,255,12729.15,75,41.67,41.11
30c488,Trivandrum,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",132,187,9334.71,55,41.67,41.11
386fdc,Visakhapatnam,Diwali,12-11-2023,18-11-2023,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",257,364,18160.12,107,41.63,41.08
29687a,Vijayawada,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",298,420,104638.60,122,40.94,40.83
3153d6,Coimbatore,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",396,558,138946.14,162,40.91,40.80
2b41a0,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",450,634,157815.22,184,40.89,40.78
a4fb0b,Madurai,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",318,448,111499.84,130,40.88,40.77
b58c2d,Mysuru,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",499,703,174968.99,204,40.88,40.77
c3ae5a,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",39,55,3012.50,16,41.03,40.65
1.53E+07,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",67,95,1688.50,28,41.79,40.65
bfdede,Mysuru,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",61,86,4707.00,25,40.98,40.61
c23e33,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",49,69,3765.50,20,40.82,40.45
45c35a,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",54,76,4142.00,22,40.74,40.37
fe68f2,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",304,428,21041.24,124,40.79,40.24
bac74e,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",319,449,22059.17,130,40.75,40.20
d953a5,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",297,418,20531.94,121,40.74,40.19
02fa4b,Visakhapatnam,Diwali,12-11-2023,18-11-2023,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",155,218,10689.94,63,40.65,40.10
4ab9ba,Trivandrum,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",165,232,11368.56,67,40.61,40.06
950a84,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",52,73,3953.50,21,40.38,40.02
240703,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",471,659,161238.47,188,39.92,39.81
19352c,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",501,701,171530.33,200,39.92,39.81
003e8d,Chennai,Diwali,12-11-2023,18-11-2023,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",371,519,126932.27,148,39.89,39.78
d7798b,Mysuru,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",484,677,165526.41,193,39.88,39.77
36968d,Madurai,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",289,404,98629.32,115,39.79,39.68
d5b8af,Vijayawada,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",25,35,1882.50,10,40.00,39.63
6e5da9,Vijayawada,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",25,35,1882.50,10,40.00,39.63
a1ef43,Trivandrum,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",27,38,663.00,11,40.74,39.61
74657,Mangalore,Diwali,12-11-2023,18-11-2023,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",194,271,66038.43,77,39.69,39.58
acf9c2,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",235,329,15947.57,94,40.00,39.45
f682ec,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",273,382,18492.06,109,39.93,39.38
13d333,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",256,358,17304.14,102,39.84,39.30
19e2f0,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",58,81,4329.50,23,39.66,39.29
4d22d1,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",52,73,1265.50,21,40.38,39.25
77435f,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",277,387,18660.71,110,39.71,39.17
029ff8,Mangalore,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",169,236,11365.88,67,39.64,39.10
cac6b5,Coimbatore,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",28,39,2070.50,11,39.29,38.92
5e0a8c,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",55,77,1325.50,22,40.00,38.87
491ff2,Vijayawada,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",30,42,723.00,12,40.00,38.87
0a2689,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",55,77,1325.50,22,40.00,38.87
c6ca4d,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",465,646,155227.18,181,38.92,38.82
b7286f,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",507,704,168948.32,197,38.86,38.75
b0cc1e,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",610,847,203252.51,237,38.85,38.74
cca40f,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",73,102,1747.00,29,39.73,38.60
c22cf6,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",58,81,1385.50,23,39.66,38.53
8376c6,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",336,467,22219.11,131,38.99,38.45
b97eb0,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",49,68,3576.00,19,38.78,38.41
8f66c3,Mangalore,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",126,175,8310.75,49,38.89,38.35
c1e0b6,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",273,379,17978.07,106,38.83,38.29
fcee36,Mysuru,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",66,92,1566.00,26,39.39,38.27
292d0a,Madurai,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",219,304,14416.32,85,38.81,38.27
b4867e,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",57,79,4140.50,22,38.60,38.23
fe4a15,Coimbatore,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",205,284,13397.72,79,38.54,38.00
00a25a,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",64,89,1505.50,25,39.06,37.94
ff8f10,Madurai,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",34,47,2446.50,13,38.24,37.87
1c3fb4,Mangalore,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",237,327,77180.91,90,37.97,37.87
02b894,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",477,658,155219.14,181,37.95,37.84
635862,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",348,480,113198.40,132,37.93,37.82
0d853d,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",594,819,192951.27,225,37.88,37.77
1824c2,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",67,93,1565.50,26,38.81,37.69
baecfe,Vijayawada,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",31,43,722.50,12,38.71,37.59
11971a,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",45,62,3199.00,17,37.78,37.42
5f2bb8,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",45,62,3199.00,17,37.78,37.42
908a96,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",52,72,1204.00,20,38.46,37.34
deb3a5,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",52,72,1204.00,20,38.46,37.34
21a8a0,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",286,394,18312.02,108,37.76,37.23
541bef,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",234,322,14920.26,88,37.61,37.07
a16acc,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",43,59,3010.50,16,37.21,36.85
0953d7,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",387,530,122624.90,143,36.95,36.84
84aa9b,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",424,580,133771.40,156,36.79,36.69
4f1bb6,Mysuru,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",46,63,3198.50,17,36.96,36.60
1e8961,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",61,84,1384.00,23,37.70,36.59
cc2182,Madurai,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",85,117,1925.50,32,37.65,36.54
4a77da,Mangalore,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",243,332,76317.56,89,36.63,36.52
f741af,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",333,456,20850.48,123,36.94,36.40
1fc58f,Madurai,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",244,334,15256.22,90,36.89,36.35
406a98,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",264,361,16442.13,97,36.74,36.21
6eede8,Trivandrum,Sankranti,10-01-2024,16-01-2024,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",22,30,1505.00,8,36.36,36.00
0d23fe,Visakhapatnam,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",63,86,2487.00,23,36.51,35.89
00a7c3,Trivandrum,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",231,314,71169.62,83,35.93,35.82
0f750a,Bengaluru,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",451,613,138909.29,162,35.92,35.81
3459ec,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",468,636,144053.88,168,35.90,35.79
9c2777,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",463,629,142338.57,166,35.85,35.75
aaea9e,Trivandrum,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",68,93,1578.50,25,36.76,35.71
26322a,Mangalore,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",52,71,1199.50,19,36.54,35.49
f3a7b2,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",306,416,18641.28,110,35.95,35.42
ce68be,Chennai,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",310,421,18809.93,111,35.81,35.28
e97ac0,Trivandrum,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",22,30,481.00,8,36.36,35.26
9ebcf9,Visakhapatnam,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",80,109,1830.50,29,36.25,35.20
b6dd84,Vijayawada,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",166,225,9997.25,59,35.54,35.01
a672df,Madurai,Sankranti,10-01-2024,16-01-2024,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",36,49,781.50,13,36.11,35.01
6.59E+23,Vijayawada,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",186,252,11183.16,66,35.48,34.96
d04921,Mangalore,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",50,68,1136.00,18,36.00,34.95
da5d21,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",92,125,2082.50,33,35.87,34.82
9154f0,Chennai,Diwali,12-11-2023,18-11-2023,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",91,123,6018.50,32,35.16,34.81
79bfae,Mysuru,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",134,182,3029.00,48,35.82,34.78
b1a501,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",80,108,5266.00,28,35.00,34.64
e116d8,Visakhapatnam,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",98,133,2103.50,35,35.71,34.62
fd788c,Visakhapatnam,Diwali,12-11-2023,18-11-2023,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",43,58,2821.00,15,34.88,34.53
667c78,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",223,301,13214.33,78,34.98,34.45
5dd3d3,Vijayawada,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",40,54,1513.00,14,35.00,34.39
5991de,Madurai,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",43,58,1621.00,15,34.88,34.27
879d99,Hyderabad,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",92,124,3458.00,32,34.78,34.17
42fb76,Hyderabad,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",112,151,2459.50,39,34.82,33.78
dd9914,Visakhapatnam,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",98,132,2144.00,34,34.69,33.66
2fc575,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",147,198,3063.00,51,34.69,33.61
1192bc,Coimbatore,Diwali,12-11-2023,18-11-2023,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",59,79,3760.50,20,33.90,33.55
5c3c33,Chennai,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",154,207,3182.50,53,34.42,33.33
788131,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",108,145,2332.50,37,34.26,33.23
ed0d01,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",108,145,2221.50,37,34.26,33.18
faeeb8,Hyderabad,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",80,107,2916.50,27,33.75,33.14
02ebe9,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",66,88,4136.00,22,33.33,32.98
9acfa3,Chennai,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",115,154,2341.00,39,33.91,32.83
ec5570,Vijayawada,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",71,95,1512.50,24,33.80,32.77
626cb9,Mangalore,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",36,48,1296.00,12,33.33,32.73
5bbf38,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",78,104,2808.00,26,33.33,32.73
9b8658,Hyderabad,Diwali,12-11-2023,18-11-2023,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",73,97,4511.50,24,32.88,32.53
40f110,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",122,163,2460.50,41,33.61,32.53
25902,Mysuru,Diwali,12-11-2023,18-11-2023,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",70,93,4323.50,23,32.86,32.51
edac38,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",70,93,4323.50,23,32.86,32.51
d1138a,Trivandrum,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",63,84,1260.00,21,33.33,32.26
657a95,Chennai,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",126,168,2520.00,42,33.33,32.26
cb7ddd,Vijayawada,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",49,65,1727.50,16,32.65,32.05
d4b484,Hyderabad,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",140,186,2897.00,46,32.86,31.84
0a0062,Hyderabad,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",110,146,2159.00,36,32.73,31.66
512d92,Chennai,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",87,115,3022.50,28,32.18,31.58
a3caaa,Chennai,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",126,167,2581.50,41,32.54,31.52
ddddb3,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",103,136,3562.00,33,32.04,31.44
02c389,Bengaluru,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",120,159,2338.50,39,32.50,31.43
4c1375,Hyderabad,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",148,196,3022.00,48,32.43,31.41
19bc3b,Madurai,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",47,62,1619.00,15,31.91,31.32
dead78,Vijayawada,Diwali,12-11-2023,18-11-2023,"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",68,90,1319.00,22,32.35,31.29
cd36b2,Chennai,Diwali,12-11-2023,18-11-2023,"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",127,168,2581.00,41,32.28,31.27
3ce076,Mangalore,Diwali,12-11-2023,18-11-2023,"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",38,50,2255.00,12,31.58,31.23
a7c40d,Mangalore,Diwali,12-11-2023,18-11-2023,"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",38,50,1295.00,12,31.58,30.98
