Events_id,Cities,campaign_id,Start_date,End_date,Products,Category,base_price,Promotions,offers,promo_type,quantity_sold_before_promo,quantity_sold_after_promo,No_USe,Reveneu_before_promo,Reveneu_after_promo,IR,ISU,store_id
c11cad,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,61,50,50,5490,3375,-2115,-11,STMYS-2
8a219d,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,64,436,218,76160,259420,183260,372,STBLR-8
3ec68b,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,73,95,95,8030,5225,-2805,22,STBLR-1
0690d9,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,418,1082,1082,1254000,2705000,1451000,664,STHYD-3
c7f28c,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,144,374,374,432000,935000,503000,230,STBLR-0
94102d,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,64,92,92,3968,2852,-1116,28,STBLR-4
74657,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,194,271,271,166840,156150.2,-10689.8,77,STMLR-0
f46036,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,61,356,178,21350,62300,40950,295,STVSK-4
c74866,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,115,151,151,7475,4907.5,-2567.5,36,STBLR-5
ab6327,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,444,2246,1123,164280,415510,251230,1802,STHYD-1
41cb8f,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,402,353,353,62712,41301,-21411,-49,STBLR-6
9a13a5,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,82,107,107,15580,10165,-5415,25,STHYD-4
cac6b5,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,28,39,39,5320,3705,-1615,11,STCBE-4
2c0a90,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,36,42,42,2232,1302,-930,6,STMDU-2
7a9ebd,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,33,42,42,6270,3990,-2280,9,STTRV-0
19352c,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,501,701,701,430860,403916.2,-26943.8,200,STBLR-4
415f7e,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,24,186,93,7200,27900,20700,162,STVSK-2
5c7b20,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,101,89,89,5555,3671.25,-1883.75,-12,STCBE-4
c6693c,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,413,2204,1102,152810,407740,254930,1791,STBLR-1
0f750a,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,451,613,613,387860,353210.6,-34649.4,162,STBLR-0
d31554,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,80,70,70,4400,2887.5,-1512.5,-10,STMDU-2
7151bb,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,98,744,372,34300,130200,95900,646,STBLR-6
8f9cc5,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,29,200,100,34510,119000,84490,171,STMLR-1
d81627,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,355,3016,1508,131350,557960,426610,2661,STCBE-2
6e5da9,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,25,35,35,4750,3325,-1425,10,STVJD-0
6e412f,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,34,28,28,14110,8715,-5395,-6,STBLR-7
b110d3,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,18,14,14,7470,4357.5,-3112.5,-4,STCBE-3
c2ee4f,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,58,296,148,20300,51800,31500,238,STVSK-3
e45c30,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,70,63,63,29050,19608.75,-9441.25,-7,STMDU-1
353060,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,45,73,73,8550,6935,-1615,28,STBLR-7
461ad4,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,42,55,55,4620,3025,-1595,13,STTRV-1
cbf0ad,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,358,2820,1410,71600,282000,210400,2462,STCHE-6
207744,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,52,75,75,3224,2325,-899,23,STBLR-0
ff02ae,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,66,102,102,12540,9690,-2850,36,STCBE-3
6cb844,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,28,21,21,1400,787.5,-612.5,-7,STBLR-3
2b41a0,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,450,634,634,387000,365310.8,-21689.2,184,STBLR-3
a50d87,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,82,122,122,5330,3965,-1365,40,STCBE-3
18810a,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,395,711,711,339700,409678.2,69978.2,316,STMYS-1
608271,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,122,342,342,366000,855000,489000,220,STMDU-0
edacb9,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,119,154,154,7735,5005,-2730,35,STCHE-3
ce95b1,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,119,138,138,7378,4278,-3100,19,STCHE-2
6ae240,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,94,742,371,32900,129850,96950,648,STBLR-4
e2f6b2,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,316,859,859,948000,2147500,1199500,543,STCHE-1
6b0ee6,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,47,314,157,14100,47100,33000,267,STMDU-1
0aefa5,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,33,27,27,13695,8403.75,-5291.25,-6,STVSK-3
0f3f34,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,99,87,87,41085,27078.75,-14006.25,-12,STCHE-1
ed7b12,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,16,13,13,800,487.5,-312.5,-3,STVSK-0
debbd7,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,45,72,72,8550,6840,-1710,27,STCBE-0
2b8abd,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,105,814,407,107100,415140,308040,709,STCHE-2
0da7fd,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,408,632,632,350880,364158.4,13278.4,224,STVSK-0
d58c29,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,27,214,107,32130,127330,95200,187,STVSK-2
861506,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,334,260,260,52104,30420,-21684,-74,STCHE-6
fd48ff,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,367,2846,1423,135790,526510,390720,2479,STCBE-0
7912c8,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,19,15,15,1045,618.75,-426.25,-4,STVSK-3
1768c2,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,367,601,601,315620,346296.2,30676.2,234,STHYD-0
61089e,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,412,3230,1615,152440,597550,445110,2818,STHYD-5
e5e244,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,351,526,526,301860,303081.2,1221.2,175,STBLR-5
1f8bc3,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,190,313,313,32680,36070.12,3390.12,123,STCBE-2
5.00E+300,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,24,160,80,24480,81600,57120,136,STVJD-1
e8d896,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,40,33,33,2000,1237.5,-762.5,-7,STCHE-1
2dd3f7,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,341,327,327,53196,38259,-14937,-14,STHYD-4
b7db9e,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,106,101,101,5830,4166.25,-1663.75,-5,STHYD-4
13d333,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,256,358,358,44032,41255.92,-2776.08,102,STCHE-7
77435f,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,277,387,387,47644,44597.88,-3046.12,110,STBLR-3
3181a7,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,28,31,31,5320,2945,-2375,3,STCBE-1
3ea719,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,336,577,577,288960,332467.4,43507.4,241,STBLR-7
3d8361,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,47,368,184,55930,218960,163030,321,STMYS-1
0d853d,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,594,819,819,510840,471907.8,-38932.2,225,STHYD-4
4d9f1a,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,59,69,69,6490,3795,-2695,10,STCBE-1
ea384f,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,40,33,33,2000,1237.5,-762.5,-7,STBLR-7
9fcb92,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,315,976,976,945000,2440000,1495000,661,STMDU-2
b97eb0,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,49,68,68,9310,6460,-2850,19,STBLR-2
90110c,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,412,3230,1615,152440,597550,445110,2818,STHYD-0
72eed8,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,376,360,360,109040,78300,-30740,-16,STHYD-4
d552e3,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,45,53,53,2790,1643,-1147,8,STMDU-3
74399f,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,73,564,282,25550,98700,73150,491,STMYS-3
f9b0ef,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,56,54,54,3080,2227.5,-852.5,-2,STVJD-0
b838cd,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,147,214,214,25284,24661.36,-622.64,67,STTRV-1
191614,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,103,109,109,6695,3542.5,-3152.5,6,STMYS-3
15265d,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,58,65,65,3596,2015,-1581,7,STCHE-5
166989,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,169,206,206,29068,23739.44,-5328.56,37,STCBE-1
18f69b,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,61,68,68,3965,2210,-1755,7,STMLR-2
2cc7f0,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,457,548,548,393020,315757.6,-77262.4,91,STMDU-3
f65a1e,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,255,196,196,73950,42630,-31320,-59,STVSK-4
bff226,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,57,44,44,23655,13695,-9960,-13,STCBE-1
d0356d,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,45,304,152,53550,180880,127330,259,STCHE-0
262ff3,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,47,322,161,16450,56350,39900,275,STVSK-0
0953d7,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,387,530,530,332820,305386,-27434,143,STVSK-1
d2a08d,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,141,157,157,9165,5102.5,-4062.5,16,STCHE-5
d33904,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,59,466,233,17700,69900,52200,407,STMYS-3
13fd74,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,64,58,58,3520,2392.5,-1127.5,-6,STMDU-3
c3ae5a,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,39,55,55,7410,5225,-2185,16,STBLR-1
2384f8,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,70,87,87,7700,4785,-2915,17,STMYS-0
14f79d,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,252,196,196,73080,42630,-30450,-56,STVSK-1
89bbca,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,42,256,128,14700,44800,30100,214,STCBE-4
61f82c,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,63,81,81,11970,7695,-4275,18,STBLR-5
bcad3c,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,201,305,305,34572,35148.2,576.2,104,STMDU-0
2749b0,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,34,39,39,6460,3705,-2755,5,STCHE-5
9ce293,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,255,2018,1009,51000,201800,150800,1763,STMDU-1
93dff2,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,390,308,308,60840,36036,-24804,-82,STBLR-3
339bf7,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,127,109,109,6985,4496.25,-2488.75,-18,STCHE-5
5c8834,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,24,19,19,1320,783.75,-536.25,-5,STBLR-2
4162d7,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,110,86,86,6050,3547.5,-2502.5,-24,STHYD-2
60170c,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,63,416,208,74970,247520,172550,353,STHYD-4
4fbcf6,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,27,22,22,11205,6847.5,-4357.5,-5,STHYD-1
1f1b71,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,214,267,267,36808,30769.08,-6038.92,53,STMDU-3
96a556,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,358,537,537,307880,309419.4,1539.4,179,STBLR-1
6846a8,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,201,174,174,58290,37845,-20445,-27,STVSK-0
0a453f,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,301,264,264,46956,30888,-16068,-37,STMYS-0
fcee36,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,66,92,92,4092,2852,-1240,26,STMYS-0
58ce38,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,118,910,455,41300,159250,117950,792,STBLR-3
4a5884,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,57,90,90,3534,2790,-744,33,STHYD-0
e7769b,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,357,1046,1046,1071000,2615000,1544000,689,STHYD-5
27c86c,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,92,81,81,38180,25211.25,-12968.75,-11,STBLR-2
f35446,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,33,43,43,3630,2365,-1265,10,STTRV-0
4a42f9,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,49,372,186,58310,221340,163030,323,STBLR-7
9413a7,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,80,124,124,15200,11780,-3420,44,STHYD-3
b97dfe,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,56,392,196,16800,58800,42000,336,STBLR-2
950a84,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,52,73,73,9880,6935,-2945,21,STBLR-9
686a37,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,85,700,350,86700,357000,270300,615,STBLR-0
f0500d,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,66,82,82,7260,4510,-2750,16,STCHE-6
c16abb,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,42,372,186,49980,221340,171360,330,STCHE-7
581ca5,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,90,742,371,31500,129850,98350,652,STMDU-0
36968d,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,289,404,404,248540,232784.8,-15755.2,115,STMDU-1
f8a417,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,37,53,53,2294,1643,-651,16,STCBE-4
400cab,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,642,918,918,552120,528951.6,-23168.4,276,STCHE-4
ef7122,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,211,614,614,633000,1535000,902000,403,STMLR-1
66b476,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,103,160,160,6695,5200,-1495,57,STBLR-6
5bbf38,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,78,104,104,8580,5720,-2860,26,STBLR-0
e67501,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,85,430,215,29750,75250,45500,345,STVSK-4
3.14E+36,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,252,226,226,73080,49155,-23925,-26,STCBE-4
98d4e3,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,70,562,281,24500,98350,73850,492,STMLR-2
60229b,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,241,404,404,41452,46556.96,5104.96,163,STCBE-3
35a25f,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,75,98,98,14250,9310,-4940,23,STBLR-9
